"Papa ID","Device ID","Event Type","Date","Message ID","Payload","# of Hops"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:01:51.272+00:00","4CK7","Counter:930 Temp:30.50 Hum:7.862 Press:96645.53 Gas:152608.05 Pred:1 Lat:33.42595 Lng:-111.9358 Alt:445.41","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:01:40.875+00:00","ZDSF","Counter:929 Temp:30.47 Hum:7.819 Press:96645.77 Gas:152199.77 Pred:0 Lat:33.42595 Lng:-111.9358 Alt:386.30","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:01:30.551+00:00","G0X4","Counter:928 Temp:30.43 Hum:7.832 Press:96645.27 Gas:152881.45 Pred:0 Lat:33.42595 Lng:-111.9358 Alt:386.30","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:01:20.098+00:00","EK6B","Counter:927 Temp:30.41 Hum:7.963 Press:96645.66 Gas:151793.66 Pred:0 Lat:33.42580 Lng:-111.9358 Alt:386.30","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:01:09.472+00:00","P1LH","Counter:926 Temp:30.39 Hum:7.902 Press:96645.90 Gas:153569.28 Pred:1 Lat:33.42580 Lng:-111.9358 Alt:386.30","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:00:59.049+00:00","UU82","Counter:925 Temp:30.39 Hum:7.883 Press:96645.25 Gas:154124.02 Pred:1 Lat:33.42580 Lng:-111.9358 Alt:386.30","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:00:48.679+00:00","NI9T","Counter:924 Temp:30.39 Hum:7.840 Press:96645.00 Gas:154823.11 Pred:1 Lat:33.42580 Lng:-111.9358 Alt:386.30","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:00:38.375+00:00","HBUS","Counter:923 Temp:30.39 Hum:7.803 Press:96645.20 Gas:154402.89 Pred:0 Lat:33.42580 Lng:-111.9358 Alt:386.30","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:00:27.864+00:00","1Q4W","Counter:922 Temp:30.38 Hum:7.746 Press:96645.92 Gas:155812.53 Pred:0 Lat:33.42580 Lng:-111.9358 Alt:386.30","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:00:17.363+00:00","QKEJ","Counter:921 Temp:30.39 Hum:7.807 Press:96645.76 Gas:155954.92 Pred:0 Lat:33.42580 Lng:-111.9358 Alt:386.30","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:00:07.02+00:00","CCOB","Counter:920 Temp:30.41 Hum:7.850 Press:96645.26 Gas:155245.61 Pred:0 Lat:33.42580 Lng:-111.9358 Alt:386.30","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T21:59:56.611+00:00","MA0O","Counter:919 Temp:30.46 Hum:7.908 Press:96644.88 Gas:154823.11 Pred:0 Lat:33.42580 Lng:-111.9358 Alt:386.30","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T21:59:46.255+00:00","Z0D8","Counter:918 Temp:30.52 Hum:7.938 Press:96645.38 Gas:153707.59 Pred:0 Lat:33.42580 Lng:-111.9358 Alt:386.30","1"
